control_id,screen,control,intended_behavior,implementation_target,persisted_data,required_permission,offline_behavior,error_behavior,verification_test,status
MEM-006,Memory,Inspect memory,"`Inspect memory` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",category-consent local memory service,"For `Inspect memory`: only owner-approved admitted category with purpose, scope, provenance, expiry and deletion tombstone.",authenticated owner; memory Off/session-only by default,"For `Inspect memory`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Inspect memory`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","MEM-006: exercise the valid `Inspect memory` path and inspect its state; then run unconsented, prohibited, raw-Soul, cross-scope, expired, forget/delete/restart and backup fixture. Required result: no recall or persistence outside consent; forget/delete survives restart and backup excludes removed content. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
MEM-007,Memory,Correct memory,"`Correct memory` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",category-consent local memory service,"For `Correct memory`: only owner-approved admitted category with purpose, scope, provenance, expiry and deletion tombstone.",authenticated owner; memory Off/session-only by default,"For `Correct memory`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Correct memory`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","MEM-007: exercise the valid `Correct memory` path and inspect its state; then run unconsented, prohibited, raw-Soul, cross-scope, expired, forget/delete/restart and backup fixture. Required result: no recall or persistence outside consent; forget/delete survives restart and backup excludes removed content. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
MEM-008,Memory,Forget memory,"`Forget memory` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",category-consent local memory service,"For `Forget memory`: only owner-approved admitted category with purpose, scope, provenance, expiry and deletion tombstone.",authenticated owner; memory Off/session-only by default,"For `Forget memory`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Forget memory`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","MEM-008: exercise the valid `Forget memory` path and inspect its state; then run unconsented, prohibited, raw-Soul, cross-scope, expired, forget/delete/restart and backup fixture. Required result: no recall or persistence outside consent; forget/delete survives restart and backup excludes removed content. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
MEM-009,Memory,Export memory,"`Export memory` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",category-consent local memory service,"For `Export memory`: only owner-approved admitted category with purpose, scope, provenance, expiry and deletion tombstone.",authenticated owner; memory Off/session-only by default,"For `Export memory`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Export memory`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","MEM-009: exercise the valid `Export memory` path and inspect its state; then run unconsented, prohibited, raw-Soul, cross-scope, expired, forget/delete/restart and backup fixture. Required result: no recall or persistence outside consent; forget/delete survives restart and backup excludes removed content. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
MEM-010,Memory,Delete memory,"`Delete memory` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",category-consent local memory service,"For `Delete memory`: only owner-approved admitted category with purpose, scope, provenance, expiry and deletion tombstone.",authenticated owner; memory Off/session-only by default,"For `Delete memory`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Delete memory`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","MEM-010: exercise the valid `Delete memory` path and inspect its state; then run unconsented, prohibited, raw-Soul, cross-scope, expired, forget/delete/restart and backup fixture. Required result: no recall or persistence outside consent; forget/delete survives restart and backup excludes removed content. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
MEM-011,Memory,No raw SOUL content,"`No raw SOUL content` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",category-consent local memory service,"For `No raw SOUL content`: only owner-approved admitted category with purpose, scope, provenance, expiry and deletion tombstone.",authenticated owner; memory Off/session-only by default,"For `No raw SOUL content`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `No raw SOUL content`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","MEM-011: exercise the valid `No raw SOUL content` path and inspect its state; then run unconsented, prohibited, raw-Soul, cross-scope, expired, forget/delete/restart and backup fixture. Required result: no recall or persistence outside consent; forget/delete survives restart and backup excludes removed content. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
MEM-012,Memory,No prohibited-data memory,"`No prohibited-data memory` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",category-consent local memory service,"For `No prohibited-data memory`: only owner-approved admitted category with purpose, scope, provenance, expiry and deletion tombstone.",authenticated owner; memory Off/session-only by default,"For `No prohibited-data memory`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `No prohibited-data memory`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","MEM-012: exercise the valid `No prohibited-data memory` path and inspect its state; then run unconsented, prohibited, raw-Soul, cross-scope, expired, forget/delete/restart and backup fixture. Required result: no recall or persistence outside consent; forget/delete survives restart and backup excludes removed content. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
PWR-001,ROUNDS Library,Rotation & Call Readiness Navigator,"`Rotation & Call Readiness Navigator` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",ROUNDS power catalog and state machine,"For `Rotation & Call Readiness Navigator`: power ID, source identity, preview hash and inactive/bounded state receipt.",P0 preview only until exact bounded approval; no permission inheritance,"For `Rotation & Call Readiness Navigator`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Rotation & Call Readiness Navigator`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","PWR-001: exercise the valid `Rotation & Call Readiness Navigator` path and inspect its state; then run direct activation, multi-power activation, expired approval, forbidden data/action and reinstall fixture. Required result: power remains Available Inactive or returns there; no agent, tool, permission or action is enabled. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
PWR-002,ROUNDS Library,"Duty-Hours, Fatigue & Safe-Transport Shield","`Duty-Hours, Fatigue & Safe-Transport Shield` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",ROUNDS power catalog and state machine,"For `Duty-Hours, Fatigue & Safe-Transport Shield`: power ID, source identity, preview hash and inactive/bounded state receipt.",P0 preview only until exact bounded approval; no permission inheritance,"For `Duty-Hours, Fatigue & Safe-Transport Shield`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Duty-Hours, Fatigue & Safe-Transport Shield`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","PWR-002: exercise the valid `Duty-Hours, Fatigue & Safe-Transport Shield` path and inspect its state; then run direct activation, multi-power activation, expired approval, forbidden data/action and reinstall fixture. Required result: power remains Available Inactive or returns there; no agent, tool, permission or action is enabled. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
PWR-003,ROUNDS Library,"Capacity, Leave, Recovery & Human-Support Navigator","`Capacity, Leave, Recovery & Human-Support Navigator` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",ROUNDS power catalog and state machine,"For `Capacity, Leave, Recovery & Human-Support Navigator`: power ID, source identity, preview hash and inactive/bounded state receipt.",P0 preview only until exact bounded approval; no permission inheritance,"For `Capacity, Leave, Recovery & Human-Support Navigator`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Capacity, Leave, Recovery & Human-Support Navigator`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","PWR-003: exercise the valid `Capacity, Leave, Recovery & Human-Support Navigator` path and inspect its state; then run direct activation, multi-power activation, expired approval, forbidden data/action and reinstall fixture. Required result: power remains Available Inactive or returns there; no agent, tool, permission or action is enabled. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
PWR-004,ROUNDS Library,"Mission, Finances, Family & Future Compass","`Mission, Finances, Family & Future Compass` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",ROUNDS power catalog and state machine,"For `Mission, Finances, Family & Future Compass`: power ID, source identity, preview hash and inactive/bounded state receipt.",P0 preview only until exact bounded approval; no permission inheritance,"For `Mission, Finances, Family & Future Compass`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Mission, Finances, Family & Future Compass`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","PWR-004: exercise the valid `Mission, Finances, Family & Future Compass` path and inspect its state; then run direct activation, multi-power activation, expired approval, forbidden data/action and reinstall fixture. Required result: power remains Available Inactive or returns there; no agent, tool, permission or action is enabled. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
PWR-005,ROUNDS Library,Supervision-Aware Care Orchestration Mapper,"`Supervision-Aware Care Orchestration Mapper` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",ROUNDS power catalog and state machine,"For `Supervision-Aware Care Orchestration Mapper`: power ID, source identity, preview hash and inactive/bounded state receipt.",P0 preview only until exact bounded approval; no permission inheritance,"For `Supervision-Aware Care Orchestration Mapper`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Supervision-Aware Care Orchestration Mapper`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","PWR-005: exercise the valid `Supervision-Aware Care Orchestration Mapper` path and inspect its state; then run direct activation, multi-power activation, expired approval, forbidden data/action and reinstall fixture. Required result: power remains Available Inactive or returns there; no agent, tool, permission or action is enabled. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
PWR-006,ROUNDS Library,"Consult, Interdisciplinary Team & Closed-Loop Coordination Studio","`Consult, Interdisciplinary Team & Closed-Loop Coordination Studio` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",ROUNDS power catalog and state machine,"For `Consult, Interdisciplinary Team & Closed-Loop Coordination Studio`: power ID, source identity, preview hash and inactive/bounded state receipt.",P0 preview only until exact bounded approval; no permission inheritance,"For `Consult, Interdisciplinary Team & Closed-Loop Coordination Studio`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Consult, Interdisciplinary Team & Closed-Loop Coordination Studio`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","PWR-006: exercise the valid `Consult, Interdisciplinary Team & Closed-Loop Coordination Studio` path and inspect its state; then run direct activation, multi-power activation, expired approval, forbidden data/action and reinstall fixture. Required result: power remains Available Inactive or returns there; no agent, tool, permission or action is enabled. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
PWR-007,ROUNDS Library,"Handoff, Cross-Cover & Transition Reliability Rehearsal","`Handoff, Cross-Cover & Transition Reliability Rehearsal` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",ROUNDS power catalog and state machine,"For `Handoff, Cross-Cover & Transition Reliability Rehearsal`: power ID, source identity, preview hash and inactive/bounded state receipt.",P0 preview only until exact bounded approval; no permission inheritance,"For `Handoff, Cross-Cover & Transition Reliability Rehearsal`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Handoff, Cross-Cover & Transition Reliability Rehearsal`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","PWR-007: exercise the valid `Handoff, Cross-Cover & Transition Reliability Rehearsal` path and inspect its state; then run direct activation, multi-power activation, expired approval, forbidden data/action and reinstall fixture. Required result: power remains Available Inactive or returns there; no agent, tool, permission or action is enabled. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
PWR-008,ROUNDS Library,"Follow-Up, Barrier & Contingency Reliability Planner","`Follow-Up, Barrier & Contingency Reliability Planner` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",ROUNDS power catalog and state machine,"For `Follow-Up, Barrier & Contingency Reliability Planner`: power ID, source identity, preview hash and inactive/bounded state receipt.",P0 preview only until exact bounded approval; no permission inheritance,"For `Follow-Up, Barrier & Contingency Reliability Planner`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Follow-Up, Barrier & Contingency Reliability Planner`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","PWR-008: exercise the valid `Follow-Up, Barrier & Contingency Reliability Planner` path and inspect its state; then run direct activation, multi-power activation, expired approval, forbidden data/action and reinstall fixture. Required result: power remains Available Inactive or returns there; no agent, tool, permission or action is enabled. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
PWR-009,ROUNDS Library,"Evidence, Guideline & Uncertainty Navigator","`Evidence, Guideline & Uncertainty Navigator` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",ROUNDS power catalog and state machine,"For `Evidence, Guideline & Uncertainty Navigator`: power ID, source identity, preview hash and inactive/bounded state receipt.",P0 preview only until exact bounded approval; no permission inheritance,"For `Evidence, Guideline & Uncertainty Navigator`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Evidence, Guideline & Uncertainty Navigator`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","PWR-009: exercise the valid `Evidence, Guideline & Uncertainty Navigator` path and inspect its state; then run direct activation, multi-power activation, expired approval, forbidden data/action and reinstall fixture. Required result: power remains Available Inactive or returns there; no agent, tool, permission or action is enabled. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
PWR-010,ROUNDS Library,Synthetic Clinical Reasoning & Diagnostic Calibration Lab,"`Synthetic Clinical Reasoning & Diagnostic Calibration Lab` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",ROUNDS power catalog and state machine,"For `Synthetic Clinical Reasoning & Diagnostic Calibration Lab`: power ID, source identity, preview hash and inactive/bounded state receipt.",P0 preview only until exact bounded approval; no permission inheritance,"For `Synthetic Clinical Reasoning & Diagnostic Calibration Lab`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Synthetic Clinical Reasoning & Diagnostic Calibration Lab`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","PWR-010: exercise the valid `Synthetic Clinical Reasoning & Diagnostic Calibration Lab` path and inspect its state; then run direct activation, multi-power activation, expired approval, forbidden data/action and reinstall fixture. Required result: power remains Available Inactive or returns there; no agent, tool, permission or action is enabled. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
PWR-011,ROUNDS Library,"Journal Club, Adaptive Learning & Knowledge Synthesis Studio","`Journal Club, Adaptive Learning & Knowledge Synthesis Studio` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",ROUNDS power catalog and state machine,"For `Journal Club, Adaptive Learning & Knowledge Synthesis Studio`: power ID, source identity, preview hash and inactive/bounded state receipt.",P0 preview only until exact bounded approval; no permission inheritance,"For `Journal Club, Adaptive Learning & Knowledge Synthesis Studio`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Journal Club, Adaptive Learning & Knowledge Synthesis Studio`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","PWR-011: exercise the valid `Journal Club, Adaptive Learning & Knowledge Synthesis Studio` path and inspect its state; then run direct activation, multi-power activation, expired approval, forbidden data/action and reinstall fixture. Required result: power remains Available Inactive or returns there; no agent, tool, permission or action is enabled. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
PWR-012,ROUNDS Library,"Quality, Patient Safety & Implementation Lab","`Quality, Patient Safety & Implementation Lab` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",ROUNDS power catalog and state machine,"For `Quality, Patient Safety & Implementation Lab`: power ID, source identity, preview hash and inactive/bounded state receipt.",P0 preview only until exact bounded approval; no permission inheritance,"For `Quality, Patient Safety & Implementation Lab`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Quality, Patient Safety & Implementation Lab`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","PWR-012: exercise the valid `Quality, Patient Safety & Implementation Lab` path and inspect its state; then run direct activation, multi-power activation, expired approval, forbidden data/action and reinstall fixture. Required result: power remains Available Inactive or returns there; no agent, tool, permission or action is enabled. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
PWR-013,ROUNDS Library,"Graduated Responsibility, Supervision & Escalation Compass","`Graduated Responsibility, Supervision & Escalation Compass` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",ROUNDS power catalog and state machine,"For `Graduated Responsibility, Supervision & Escalation Compass`: power ID, source identity, preview hash and inactive/bounded state receipt.",P0 preview only until exact bounded approval; no permission inheritance,"For `Graduated Responsibility, Supervision & Escalation Compass`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Graduated Responsibility, Supervision & Escalation Compass`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","PWR-013: exercise the valid `Graduated Responsibility, Supervision & Escalation Compass` path and inspect its state; then run direct activation, multi-power activation, expired approval, forbidden data/action and reinstall fixture. Required result: power remains Available Inactive or returns there; no agent, tool, permission or action is enabled. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
PWR-014,ROUNDS Library,"Milestones, EPAs, Feedback & Development Map","`Milestones, EPAs, Feedback & Development Map` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",ROUNDS power catalog and state machine,"For `Milestones, EPAs, Feedback & Development Map`: power ID, source identity, preview hash and inactive/bounded state receipt.",P0 preview only until exact bounded approval; no permission inheritance,"For `Milestones, EPAs, Feedback & Development Map`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Milestones, EPAs, Feedback & Development Map`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","PWR-014: exercise the valid `Milestones, EPAs, Feedback & Development Map` path and inspect its state; then run direct activation, multi-power activation, expired approval, forbidden data/action and reinstall fixture. Required result: power remains Available Inactive or returns there; no agent, tool, permission or action is enabled. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
PWR-015,ROUNDS Library,"License, Exam, Procedure Authorization & Credential Radar","`License, Exam, Procedure Authorization & Credential Radar` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",ROUNDS power catalog and state machine,"For `License, Exam, Procedure Authorization & Credential Radar`: power ID, source identity, preview hash and inactive/bounded state receipt.",P0 preview only until exact bounded approval; no permission inheritance,"For `License, Exam, Procedure Authorization & Credential Radar`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `License, Exam, Procedure Authorization & Credential Radar`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","PWR-015: exercise the valid `License, Exam, Procedure Authorization & Credential Radar` path and inspect its state; then run direct activation, multi-power activation, expired approval, forbidden data/action and reinstall fixture. Required result: power remains Available Inactive or returns there; no agent, tool, permission or action is enabled. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
PWR-016,ROUNDS Library,"Fellowship, Career, Contract & Opportunity Navigator","`Fellowship, Career, Contract & Opportunity Navigator` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",ROUNDS power catalog and state machine,"For `Fellowship, Career, Contract & Opportunity Navigator`: power ID, source identity, preview hash and inactive/bounded state receipt.",P0 preview only until exact bounded approval; no permission inheritance,"For `Fellowship, Career, Contract & Opportunity Navigator`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Fellowship, Career, Contract & Opportunity Navigator`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","PWR-016: exercise the valid `Fellowship, Career, Contract & Opportunity Navigator` path and inspect its state; then run direct activation, multi-power activation, expired approval, forbidden data/action and reinstall fixture. Required result: power remains Available Inactive or returns there; no agent, tool, permission or action is enabled. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
PWR-017,ROUNDS Library,"Human Communication, Consent & Difficult-Conversation Rehearsal","`Human Communication, Consent & Difficult-Conversation Rehearsal` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",ROUNDS power catalog and state machine,"For `Human Communication, Consent & Difficult-Conversation Rehearsal`: power ID, source identity, preview hash and inactive/bounded state receipt.",P0 preview only until exact bounded approval; no permission inheritance,"For `Human Communication, Consent & Difficult-Conversation Rehearsal`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Human Communication, Consent & Difficult-Conversation Rehearsal`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","PWR-017: exercise the valid `Human Communication, Consent & Difficult-Conversation Rehearsal` path and inspect its state; then run direct activation, multi-power activation, expired approval, forbidden data/action and reinstall fixture. Required result: power remains Available Inactive or returns there; no agent, tool, permission or action is enabled. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
PWR-018,ROUNDS Library,"Teaching, Bedside Education & Case-Conference Studio","`Teaching, Bedside Education & Case-Conference Studio` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",ROUNDS power catalog and state machine,"For `Teaching, Bedside Education & Case-Conference Studio`: power ID, source identity, preview hash and inactive/bounded state receipt.",P0 preview only until exact bounded approval; no permission inheritance,"For `Teaching, Bedside Education & Case-Conference Studio`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Teaching, Bedside Education & Case-Conference Studio`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","PWR-018: exercise the valid `Teaching, Bedside Education & Case-Conference Studio` path and inspect its state; then run direct activation, multi-power activation, expired approval, forbidden data/action and reinstall fixture. Required result: power remains Available Inactive or returns there; no agent, tool, permission or action is enabled. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
PWR-019,ROUNDS Library,"Research, Scholarship, Authorship & Professional Voice Forge","`Research, Scholarship, Authorship & Professional Voice Forge` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",ROUNDS power catalog and state machine,"For `Research, Scholarship, Authorship & Professional Voice Forge`: power ID, source identity, preview hash and inactive/bounded state receipt.",P0 preview only until exact bounded approval; no permission inheritance,"For `Research, Scholarship, Authorship & Professional Voice Forge`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Research, Scholarship, Authorship & Professional Voice Forge`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","PWR-019: exercise the valid `Research, Scholarship, Authorship & Professional Voice Forge` path and inspect its state; then run direct activation, multi-power activation, expired approval, forbidden data/action and reinstall fixture. Required result: power remains Available Inactive or returns there; no agent, tool, permission or action is enabled. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
PWR-020,ROUNDS Library,"Feedback, Conflict, Mistreatment & Psychological-Safety Navigator","`Feedback, Conflict, Mistreatment & Psychological-Safety Navigator` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",ROUNDS power catalog and state machine,"For `Feedback, Conflict, Mistreatment & Psychological-Safety Navigator`: power ID, source identity, preview hash and inactive/bounded state receipt.",P0 preview only until exact bounded approval; no permission inheritance,"For `Feedback, Conflict, Mistreatment & Psychological-Safety Navigator`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Feedback, Conflict, Mistreatment & Psychological-Safety Navigator`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","PWR-020: exercise the valid `Feedback, Conflict, Mistreatment & Psychological-Safety Navigator` path and inspect its state; then run direct activation, multi-power activation, expired approval, forbidden data/action and reinstall fixture. Required result: power remains Available Inactive or returns there; no agent, tool, permission or action is enabled. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
PWR-021,ROUNDS Library,"AI Agent Charter, Tool, Permission & Data Registry","`AI Agent Charter, Tool, Permission & Data Registry` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",ROUNDS power catalog and state machine,"For `AI Agent Charter, Tool, Permission & Data Registry`: power ID, source identity, preview hash and inactive/bounded state receipt.",P0 preview only until exact bounded approval; no permission inheritance,"For `AI Agent Charter, Tool, Permission & Data Registry`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `AI Agent Charter, Tool, Permission & Data Registry`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","PWR-021: exercise the valid `AI Agent Charter, Tool, Permission & Data Registry` path and inspect its state; then run direct activation, multi-power activation, expired approval, forbidden data/action and reinstall fixture. Required result: power remains Available Inactive or returns there; no agent, tool, permission or action is enabled. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
PWR-022,ROUNDS Library,Multi-Agent Orchestration & Human-Handoff Designer,"`Multi-Agent Orchestration & Human-Handoff Designer` must produce its named observable state under the ROUNDS Trust Shield; it grants no clinical, professional or institutional authority.",ROUNDS power catalog and state machine,"For `Multi-Agent Orchestration & Human-Handoff Designer`: power ID, source identity, preview hash and inactive/bounded state receipt.",P0 preview only until exact bounded approval; no permission inheritance,"For `Multi-Agent Orchestration & Human-Handoff Designer`, execute the local path; if a genuine backend/source is required but absent, show that exact unavailable state and the manual route without simulation.","For `Multi-Agent Orchestration & Human-Handoff Designer`, fail closed with no unsafe retry, preserve or atomically restore the prior valid state, and emit only a content-free recovery receipt.","PWR-022: exercise the valid `Multi-Agent Orchestration & Human-Handoff Designer` path and inspect its state; then run direct activation, multi-power activation, expired approval, forbidden data/action and reinstall fixture. Required result: power remains Available Inactive or returns there; no agent, tool, permission or action is enabled. Capture executable trace, state/database or zero-residue inspection, restart/replay result where applicable, and evidence path.",Not Run
